GAINS3_EventID,GAINS3_SampleUnitID,ContainerID,ContainerType,Quantity,QuantityCertainty,QuantityUnit,SampleUnitID,AnimalID (GAINS),AnimalID from Country,PriortizedForTesting,SampleDate,SampleUnitLatitude,SampleUnitLongitude,ButcherReducesBloodContact,CircumstanceOfObservation,OtherConditionOfPreservation,OriginKnown,OriginLocation,TimeSinceOrigin,DestinationProduct,VendorQuantity,PriceUnitUSD,RateSaleSold,IdentifiedBy,CircumstanceObservation,AnimalClassification,Taxagroup,SpeciesScientificName,SpeciesCommonNameEnglish,SpeciesCommonNameLocal,IdentificationCertainty,TagBandID,Sex,AgeClass,Pregnant,WithYoung,Lactating,ConditionAtCapture,ConditionAtRelease,PreservationMethod,OtherConditionPreservation,Use,OtherUse,Euthanasia,ClinicalSigns/GrossFindings,DiseaseSuspected,SuspectedDIsease,Necropsy/exam,FieldNecropsyResult,BodyMeasurementBodyPartType,BodyMeasurementUnit,BodyMeasurementValue,PartName,PartDescription,PerceivedRateOfSale,PriceUnitLocal,VendorQuantityUnit,VendorQuantityCertainty,ButcheringActivity,ButcherName,ButcherObservableRiskFactors,Quarter,SampleUnitNotes,SampleUnitCustomColumns,class,order,family,genus,species,DateLastUpdated,SampleIndividualName,CRDate,LMDate,Country
112,212,NA,NA,NA,NA,NA,GVF-CM-ECO93180,GVF-CM-ECO93180,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Ungulates,Cephalophus monticola,Blue duiker,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia,Artiodactyla ,Bovidae ,Cephalophus,monticola,2015-03-04T00:15:42.33,GVF-CM-ECO93180,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,213,NA,NA,NA,NA,NA,GVF-CM-ECO93181,GVF-CM-ECO93181,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Ungulates,Cephalophus callipygus,Peter's duiker,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Artiodactyla                       ,Bovidae                            ,Cephalophus                        ,callipygus,2015-03-04T00:15:42.33,GVF-CM-ECO93181,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,214,NA,NA,NA,NA,NA,GVF-CM-ECO95500,GVF-CM-ECO95500,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Carnivores,Herpestes naso,Long-snouted mongoose,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Carnivora                          ,Herpestidae                        ,Herpestes                          ,naso,2015-03-04T00:15:42.33,GVF-CM-ECO95500,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,215,NA,NA,NA,NA,NA,GVF-CM-ECO95502,GVF-CM-ECO95502,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Other Mammals,Manis tricuspis,Tree pangolin,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Pholidota                          ,Manidae                            ,Manis                              ,tricuspis,2015-03-04T00:15:42.33,GVF-CM-ECO95502,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,216,NA,NA,NA,NA,NA,GVF-CM-ECO95508,GVF-CM-ECO95508,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Non-human Primates,Cercopithecus mona,Mona monkey,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Primates                           ,Cercopithecidae                    ,Cercopithecus                      ,mona,2015-03-04T00:15:42.33,GVF-CM-ECO95508,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,217,NA,NA,NA,NA,NA,GVF-CM-ECO95509,GVF-CM-ECO95509,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Ungulates,Cephalophus monticola,Blue duiker,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia,Artiodactyla ,Bovidae ,Cephalophus,monticola,2015-03-04T00:15:42.33,GVF-CM-ECO95509,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,218,NA,NA,NA,NA,NA,GVF-CM-ECO95517,GVF-CM-ECO95517,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Ungulates,Cephalophus callipygus,Peter's duiker,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Artiodactyla                       ,Bovidae                            ,Cephalophus                        ,callipygus,2015-03-04T00:15:42.33,GVF-CM-ECO95517,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,219,NA,NA,NA,NA,NA,GVF-CM-ECO95730,GVF-CM-ECO95730,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Other Mammals,Manis tricuspis,Tree pangolin,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Pholidota                          ,Manidae                            ,Manis                              ,tricuspis,2015-03-04T00:15:42.33,GVF-CM-ECO95730,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,220,NA,NA,NA,NA,NA,GVF-CM-ECO95850,GVF-CM-ECO95850,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95850,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,221,NA,NA,NA,NA,NA,GVF-CM-ECO95851,GVF-CM-ECO95851,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95851,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,222,NA,NA,NA,NA,NA,GVF-CM-ECO95852,GVF-CM-ECO95852,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95852,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,223,NA,NA,NA,NA,NA,GVF-CM-ECO95853,GVF-CM-ECO95853,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95853,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,224,NA,NA,NA,NA,NA,GVF-CM-ECO95854,GVF-CM-ECO95854,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95854,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,225,NA,NA,NA,NA,NA,GVF-CM-ECO95855,GVF-CM-ECO95855,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95855,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,226,NA,NA,NA,NA,NA,GVF-CM-ECO95856,GVF-CM-ECO95856,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95856,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,227,NA,NA,NA,NA,NA,GVF-CM-ECO95857,GVF-CM-ECO95857,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95857,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,228,NA,NA,NA,NA,NA,GVF-CM-ECO95858,GVF-CM-ECO95858,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95858,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,229,NA,NA,NA,NA,NA,GVF-CM-ECO95859,GVF-CM-ECO95859,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95859,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,230,NA,NA,NA,NA,NA,GVF-CM-ECO95860,GVF-CM-ECO95860,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95860,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,231,NA,NA,NA,NA,NA,GVF-CM-ECO95861,GVF-CM-ECO95861,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95861,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,232,NA,NA,NA,NA,NA,GVF-CM-ECO95862,GVF-CM-ECO95862,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95862,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,233,NA,NA,NA,NA,NA,GVF-CM-ECO95863,GVF-CM-ECO95863,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95863,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
112,234,NA,NA,NA,NA,NA,GVF-CM-ECO95864,GVF-CM-ECO95864,NA,no,2010-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Epomops franqueti,Franquet's epauletted bat,NA,Estimate,NA,Unknown,Unknown,NA,NA,NA,Killed (fresh carcass),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY1 Q2:  Jan 1 - Mar 31, 2010",NA,NA,Mammalia                           ,Chiroptera                         ,Pteropodidae                       ,Epomops                            ,franqueti,2015-03-04T00:15:42.33,GVF-CM-ECO95864,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
5584,235,NA,NA,NA,NA,NA,EHA48410A334,EHA48410A334,NA,yes,2011-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Carollia sowelli,Sowell's short-tailed bat,NA,Actual,NA,Male,Subadult,No,NA,NA,Alive,Alive,NA,NA,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY2 Q2:  Jan 1 - Mar 31, 2011",NA,NA,Mammalia                           ,Chiroptera                         ,Phyllostomidae                     ,Carollia                           ,sowelli,2015-03-04T00:15:42.33,EHA48410A334,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
5584,236,NA,NA,NA,NA,NA,EHA48410A335,EHA48410A335,NA,yes,2011-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Pteronotus parnellii,Parnell's mustached bat,NA,Actual,NA,Male,Adult,No,NA,NA,Alive,Alive,NA,NA,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY2 Q2:  Jan 1 - Mar 31, 2011",NA,NA,Mammalia                           ,Chiroptera                         ,Mormoopidae                        ,Pteronotus                         ,parnellii,2015-03-04T00:15:42.33,EHA48410A335,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
5584,237,NA,NA,NA,NA,NA,EHA48410A336,EHA48410A336,NA,yes,2011-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Myotis nigricans,Black myotis,NA,Actual,NA,Female,Adult,No,NA,NA,Alive,Alive,NA,NA,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY2 Q2:  Jan 1 - Mar 31, 2011",NA,NA,Mammalia                           ,Chiroptera                         ,Vespertilionidae                   ,Myotis                             ,nigricans,2015-03-04T00:15:42.33,EHA48410A336,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
5584,238,NA,NA,NA,NA,NA,EHA48410A337,EHA48410A337,NA,yes,2011-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,identifier,NA,Wild,Bats,Sturnira lilium,Little yellow-shouldered bat,NA,Actual,NA,Male,Adult,No,NA,NA,Alive,Alive,NA,NA,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FY2 Q2:  Jan 1 - Mar 31, 2011",NA,NA,Mammalia                           ,Chiroptera                         ,Phyllostomidae                     ,Sturnira                           ,lilium,2015-03-04T00:15:42.33,EHA48410A337,2015-03-04T00:15:42.33,2015-03-04T00:15:42.33,TestCOuntry1
